size,set,algorithm,timing
100,1,enumeration,9.698867797851562
100,1,better_enumeration,1.1639595031738281
100,1,divide_n_conquer,0.7500648498535156
100,1,linear_time,0.05817413330078125
100,2,enumeration,7.497072219848633
100,2,better_enumeration,1.0759830474853516
100,2,divide_n_conquer,0.7081031799316406
100,2,linear_time,0.05698204040527344
100,3,enumeration,6.942987442016602
100,3,better_enumeration,1.0080337524414062
100,3,divide_n_conquer,0.6499290466308594
100,3,linear_time,0.06198883056640625
100,4,enumeration,8.043050765991211
100,4,better_enumeration,1.0800361633300781
100,4,divide_n_conquer,0.6721019744873047
100,4,linear_time,0.06794929504394531
100,5,enumeration,6.474018096923828
100,5,better_enumeration,0.8959770202636719
100,5,divide_n_conquer,0.6060600280761719
100,5,linear_time,0.041961669921875
100,6,enumeration,5.86700439453125
100,6,better_enumeration,0.8258819580078125
100,6,divide_n_conquer,0.5381107330322266
100,6,linear_time,0.041961669921875
100,7,enumeration,5.63502311706543
100,7,better_enumeration,0.8761882781982422
100,7,divide_n_conquer,0.5481243133544922
100,7,linear_time,0.048160552978515625
100,8,enumeration,6.767988204956055
100,8,better_enumeration,1.116037368774414
100,8,divide_n_conquer,0.5321502685546875
100,8,linear_time,0.04601478576660156
100,9,enumeration,5.371809005737305
100,9,better_enumeration,0.7469654083251953
100,9,divide_n_conquer,0.5578994750976562
100,9,linear_time,0.03981590270996094
100,10,enumeration,5.243062973022461
100,10,better_enumeration,0.7300376892089844
100,10,divide_n_conquer,0.48804283142089844
100,10,linear_time,0.03504753112792969
200,1,enumeration,31.533002853393555
200,1,better_enumeration,3.15093994140625
200,1,divide_n_conquer,1.0988712310791016
200,1,linear_time,0.07605552673339844
200,2,enumeration,33.50496292114258
200,2,better_enumeration,2.705097198486328
200,2,divide_n_conquer,0.9980201721191406
200,2,linear_time,0.06508827209472656
200,3,enumeration,28.163909912109375
200,3,better_enumeration,2.9449462890625
200,3,divide_n_conquer,1.0972023010253906
200,3,linear_time,0.07009506225585938
200,4,enumeration,32.7458381652832
200,4,better_enumeration,2.9449462890625
200,4,divide_n_conquer,1.1000633239746094
200,4,linear_time,0.06890296936035156
200,5,enumeration,30.961990356445312
200,5,better_enumeration,3.0999183654785156
200,5,divide_n_conquer,1.0988712310791016
200,5,linear_time,0.06794929504394531
200,6,enumeration,32.46879577636719
200,6,better_enumeration,2.8269290924072266
200,6,divide_n_conquer,1.049041748046875
200,6,linear_time,0.06604194641113281
200,7,enumeration,30.826091766357422
200,7,better_enumeration,2.9430389404296875
200,7,divide_n_conquer,1.0960102081298828
200,7,linear_time,0.06890296936035156
200,8,enumeration,34.02900695800781
200,8,better_enumeration,2.959012985229492
200,8,divide_n_conquer,1.1260509490966797
200,8,linear_time,0.0782012939453125
200,9,enumeration,30.555009841918945
200,9,better_enumeration,2.8400421142578125
200,9,divide_n_conquer,1.0900497436523438
200,9,linear_time,0.06699562072753906
200,10,enumeration,30.795812606811523
200,10,better_enumeration,2.991914749145508
200,10,divide_n_conquer,1.0440349578857422
200,10,linear_time,0.06818771362304688
300,1,enumeration,84.80596542358398
300,1,better_enumeration,5.694150924682617
300,1,divide_n_conquer,1.4891624450683594
300,1,linear_time,0.08511543273925781
300,2,enumeration,84.3658447265625
300,2,better_enumeration,5.728006362915039
300,2,divide_n_conquer,1.6930103302001953
300,2,linear_time,0.09489059448242188
300,3,enumeration,84.88082885742188
300,3,better_enumeration,5.679845809936523
300,3,divide_n_conquer,1.466989517211914
300,3,linear_time,0.08702278137207031
300,4,enumeration,116.96410179138184
300,4,better_enumeration,6.525993347167969
300,4,divide_n_conquer,1.619100570678711
300,4,linear_time,0.09584426879882812
300,5,enumeration,83.38093757629395
300,5,better_enumeration,5.68699836730957
300,5,divide_n_conquer,1.489877700805664
300,5,linear_time,0.08487701416015625
300,6,enumeration,86.28392219543457
300,6,better_enumeration,5.726814270019531
300,6,divide_n_conquer,1.4770030975341797
300,6,linear_time,0.08702278137207031
300,7,enumeration,83.08911323547363
300,7,better_enumeration,6.880998611450195
300,7,divide_n_conquer,1.7108917236328125
300,7,linear_time,0.10013580322265625
300,8,enumeration,81.51793479919434
300,8,better_enumeration,5.655050277709961
300,8,divide_n_conquer,1.4710426330566406
300,8,linear_time,0.08392333984375
300,9,enumeration,80.10601997375488
300,9,better_enumeration,5.730867385864258
300,9,divide_n_conquer,1.4820098876953125
300,9,linear_time,0.09012222290039062
300,10,enumeration,80.47795295715332
300,10,better_enumeration,5.730867385864258
300,10,divide_n_conquer,1.4889240264892578
300,10,linear_time,0.09083747863769531
400,1,enumeration,171.33712768554688
400,1,better_enumeration,10.254859924316406
400,1,divide_n_conquer,2.0308494567871094
400,1,linear_time,0.11610984802246094
400,2,enumeration,179.1210174560547
400,2,better_enumeration,10.182857513427734
400,2,divide_n_conquer,2.0208358764648438
400,2,linear_time,0.11396408081054688
400,3,enumeration,172.99389839172363
400,3,better_enumeration,10.091066360473633
400,3,divide_n_conquer,2.0170211791992188
400,3,linear_time,0.11014938354492188
400,4,enumeration,170.457124710083
400,4,better_enumeration,10.133028030395508
400,4,divide_n_conquer,2.0699501037597656
400,4,linear_time,0.11515617370605469
400,5,enumeration,171.18096351623535
400,5,better_enumeration,10.170936584472656
400,5,divide_n_conquer,2.017974853515625
400,5,linear_time,0.11205673217773438
400,6,enumeration,177.2308349609375
400,6,better_enumeration,10.14399528503418
400,6,divide_n_conquer,2.0339488983154297
400,6,linear_time,0.11396408081054688
400,7,enumeration,174.08204078674316
400,7,better_enumeration,10.363101959228516
400,7,divide_n_conquer,2.017974853515625
400,7,linear_time,0.10895729064941406
400,8,enumeration,169.5871353149414
400,8,better_enumeration,10.124921798706055
400,8,divide_n_conquer,2.028942108154297
400,8,linear_time,0.10991096496582031
400,9,enumeration,167.0968532562256
400,9,better_enumeration,10.149955749511719
400,9,divide_n_conquer,2.0210742950439453
400,9,linear_time,0.11086463928222656
400,10,enumeration,173.9051342010498
400,10,better_enumeration,10.150909423828125
400,10,divide_n_conquer,2.0270347595214844
400,10,linear_time,0.11086463928222656
500,1,enumeration,321.3789463043213
500,1,better_enumeration,15.851974487304688
500,1,divide_n_conquer,2.5720596313476562
500,1,linear_time,0.14400482177734375
500,2,enumeration,319.1850185394287
500,2,better_enumeration,15.822887420654297
500,2,divide_n_conquer,2.5789737701416016
500,2,linear_time,0.13709068298339844
500,3,enumeration,313.4729862213135
500,3,better_enumeration,15.833854675292969
500,3,divide_n_conquer,2.582073211669922
500,3,linear_time,0.1399517059326172
500,4,enumeration,326.7359733581543
500,4,better_enumeration,16.00503921508789
500,4,divide_n_conquer,2.6030540466308594
500,4,linear_time,0.13494491577148438
500,5,enumeration,313.7021064758301
500,5,better_enumeration,15.918970108032227
500,5,divide_n_conquer,2.5730133056640625
500,5,linear_time,0.14495849609375
500,6,enumeration,326.5402317047119
500,6,better_enumeration,15.86604118347168
500,6,divide_n_conquer,2.5870800018310547
500,6,linear_time,0.1380443572998047
500,7,enumeration,327.2569179534912
500,7,better_enumeration,15.996217727661133
500,7,divide_n_conquer,2.7751922607421875
500,7,linear_time,0.1418590545654297
500,8,enumeration,315.5951499938965
500,8,better_enumeration,16.0980224609375
500,8,divide_n_conquer,2.6450157165527344
500,8,linear_time,0.1380443572998047
500,9,enumeration,310.63199043273926
500,9,better_enumeration,15.806913375854492
500,9,divide_n_conquer,2.5908946990966797
500,9,linear_time,0.13685226440429688
500,10,enumeration,329.94794845581055
500,10,better_enumeration,16.129016876220703
500,10,divide_n_conquer,2.5899410247802734
500,10,linear_time,0.13685226440429688
600,1,enumeration,526.1580944061279
600,1,better_enumeration,22.9799747467041
600,1,divide_n_conquer,3.1740665435791016
600,1,linear_time,0.1678466796875
600,2,enumeration,531.8930149078369
600,2,better_enumeration,23.400068283081055
600,2,divide_n_conquer,3.167867660522461
600,2,linear_time,0.1590251922607422
600,3,enumeration,532.6671600341797
600,3,better_enumeration,22.72820472717285
600,3,divide_n_conquer,3.165006637573242
600,3,linear_time,0.16117095947265625
600,4,enumeration,550.1210689544678
600,4,better_enumeration,22.80282974243164
600,4,divide_n_conquer,3.170013427734375
600,4,linear_time,0.17499923706054688
600,5,enumeration,527.4810791015625
600,5,better_enumeration,22.940874099731445
600,5,divide_n_conquer,3.15093994140625
600,5,linear_time,0.16999244689941406
600,6,enumeration,530.4560661315918
600,6,better_enumeration,22.845029830932617
600,6,divide_n_conquer,3.170013427734375
600,6,linear_time,0.1690387725830078
600,7,enumeration,527.5709629058838
600,7,better_enumeration,22.87602424621582
600,7,divide_n_conquer,3.1690597534179688
600,7,linear_time,0.1709461212158203
600,8,enumeration,548.3019351959229
600,8,better_enumeration,22.901058197021484
600,8,divide_n_conquer,3.159046173095703
600,8,linear_time,0.16808509826660156
600,9,enumeration,526.1738300323486
600,9,better_enumeration,23.355960845947266
600,9,divide_n_conquer,3.156900405883789
600,9,linear_time,0.1609325408935547
600,10,enumeration,522.2680568695068
600,10,better_enumeration,22.996902465820312
600,10,divide_n_conquer,3.1630992889404297
600,10,linear_time,0.17404556274414062
900,1,enumeration,1621.2871074676514
900,1,better_enumeration,51.51987075805664
900,1,divide_n_conquer,4.850864410400391
900,1,linear_time,0.2460479736328125
900,2,enumeration,1671.3922023773193
900,2,better_enumeration,52.464962005615234
900,2,divide_n_conquer,5.092859268188477
900,2,linear_time,0.2460479736328125
900,3,enumeration,1700.8371353149414
900,3,better_enumeration,59.335947036743164
900,3,divide_n_conquer,5.586147308349609
900,3,linear_time,0.2789497375488281
900,4,enumeration,1747.3680973052979
900,4,better_enumeration,51.644086837768555
900,4,divide_n_conquer,4.876136779785156
900,4,linear_time,0.2338886260986328
900,5,enumeration,1709.8259925842285
900,5,better_enumeration,51.538944244384766
900,5,divide_n_conquer,4.848003387451172
900,5,linear_time,0.24390220642089844
900,6,enumeration,1708.8890075683594
900,6,better_enumeration,59.81922149658203
900,6,divide_n_conquer,5.466938018798828
900,6,linear_time,0.2689361572265625
900,7,enumeration,1755.1100254058838
900,7,better_enumeration,51.25880241394043
900,7,divide_n_conquer,5.047798156738281
900,7,linear_time,0.2589225769042969
900,8,enumeration,1795.5570220947266
900,8,better_enumeration,58.418989181518555
900,8,divide_n_conquer,4.834175109863281
900,8,linear_time,0.24700164794921875
900,9,enumeration,1741.1401271820068
900,9,better_enumeration,52.54697799682617
900,9,divide_n_conquer,5.196094512939453
900,9,linear_time,0.23794174194335938
900,10,enumeration,1722.9340076446533
900,10,better_enumeration,54.306983947753906
900,10,divide_n_conquer,5.006074905395508
900,10,linear_time,0.23412704467773438
1000,1,enumeration,2499.302864074707
1000,1,better_enumeration,63.66896629333496
1000,1,divide_n_conquer,5.449056625366211
1000,1,linear_time,0.26297569274902344
1000,2,enumeration,2289.7448539733887
1000,2,better_enumeration,63.78293037414551
1000,2,divide_n_conquer,5.439996719360352
1000,2,linear_time,0.2601146697998047
1000,3,enumeration,2296.304941177368
1000,3,better_enumeration,64.07999992370605
1000,3,divide_n_conquer,5.455970764160156
1000,3,linear_time,0.28204917907714844
1000,4,enumeration,2341.7232036590576
1000,4,better_enumeration,64.36705589294434
1000,4,divide_n_conquer,5.443096160888672
1000,4,linear_time,0.26106834411621094
1000,5,enumeration,2377.8469562530518
1000,5,better_enumeration,63.894033432006836
1000,5,divide_n_conquer,5.452156066894531
1000,5,linear_time,0.2620220184326172
1000,6,enumeration,2284.8029136657715
1000,6,better_enumeration,63.91000747680664
1000,6,divide_n_conquer,5.451202392578125
1000,6,linear_time,0.2608299255371094
1000,7,enumeration,2298.0029582977295
1000,7,better_enumeration,63.71283531188965
1000,7,divide_n_conquer,5.456209182739258
1000,7,linear_time,0.25916099548339844
1000,8,enumeration,2299.700975418091
1000,8,better_enumeration,64.14914131164551
1000,8,divide_n_conquer,5.415916442871094
1000,8,linear_time,0.26702880859375
1000,9,enumeration,2310.3020191192627
1000,9,better_enumeration,65.14692306518555
1000,9,divide_n_conquer,5.457878112792969
1000,9,linear_time,0.2551078796386719
1000,10,enumeration,2379.660129547119
1000,10,better_enumeration,64.17584419250488
1000,10,divide_n_conquer,5.486011505126953
1000,10,linear_time,0.26297569274902344
2000,1,enumeration,17058.438062667847
2000,1,better_enumeration,269.4058418273926
2000,1,divide_n_conquer,11.532068252563477
2000,1,linear_time,0.5240440368652344
2000,2,enumeration,18448.405027389526
2000,2,better_enumeration,256.26301765441895
2000,2,divide_n_conquer,11.53421401977539
2000,2,linear_time,0.5178451538085938
2000,3,enumeration,17969.418048858643
2000,3,better_enumeration,254.98104095458984
2000,3,divide_n_conquer,11.535167694091797
2000,3,linear_time,0.5369186401367188
2000,4,enumeration,17976.249933242798
2000,4,better_enumeration,256.5798759460449
2000,4,divide_n_conquer,11.750936508178711
2000,4,linear_time,0.5269050598144531
2000,5,enumeration,18222.280025482178
2000,5,better_enumeration,273.38504791259766
2000,5,divide_n_conquer,11.486053466796875
2000,5,linear_time,0.5140304565429688
2000,6,enumeration,18586.26699447632
2000,6,better_enumeration,257.00902938842773
2000,6,divide_n_conquer,11.536121368408203
2000,6,linear_time,0.5080699920654297
2000,7,enumeration,18684.319972991943
2000,7,better_enumeration,267.193078994751
2000,7,divide_n_conquer,14.011144638061523
2000,7,linear_time,0.5738735198974609
2000,8,enumeration,18830.196142196655
2000,8,better_enumeration,256.67715072631836
2000,8,divide_n_conquer,11.613130569458008
2000,8,linear_time,0.5090236663818359
2000,9,enumeration,18471.8279838562
2000,9,better_enumeration,259.0601444244385
2000,9,divide_n_conquer,11.538028717041016
2000,9,linear_time,0.5369186401367188
2000,10,enumeration,18281.15701675415
2000,10,better_enumeration,258.05187225341797
2000,10,divide_n_conquer,11.593103408813477
2000,10,linear_time,0.5099773406982422
3000,1,enumeration,60309.746980667114
3000,1,better_enumeration,576.0910511016846
3000,1,divide_n_conquer,17.847061157226562
3000,1,linear_time,0.8080005645751953
3000,2,enumeration,62696.65002822876
3000,2,better_enumeration,580.7080268859863
3000,2,divide_n_conquer,18.006086349487305
3000,2,linear_time,0.8211135864257812
3000,3,enumeration,63570.96195220947
3000,3,better_enumeration,584.007978439331
3000,3,divide_n_conquer,17.858028411865234
3000,3,linear_time,0.7688999176025391
3000,4,enumeration,63742.94996261597
3000,4,better_enumeration,593.3730602264404
3000,4,divide_n_conquer,17.850875854492188
3000,4,linear_time,0.8690357208251953
3000,5,enumeration,63953.129053115845
3000,5,better_enumeration,592.6578044891357
3000,5,divide_n_conquer,18.035888671875
3000,5,linear_time,0.7560253143310547
3000,6,enumeration,66034.35683250427
3000,6,better_enumeration,647.5749015808105
3000,6,divide_n_conquer,17.8070068359375
3000,6,linear_time,0.7579326629638672
3000,7,enumeration,64494.20499801636
3000,7,better_enumeration,584.6669673919678
3000,7,divide_n_conquer,17.89689064025879
3000,7,linear_time,0.7531642913818359
3000,8,enumeration,62814.52703475952
3000,8,better_enumeration,585.1259231567383
3000,8,divide_n_conquer,17.917871475219727
3000,8,linear_time,0.7898807525634766
3000,9,enumeration,63950.960874557495
3000,9,better_enumeration,591.4039611816406
3000,9,divide_n_conquer,17.850875854492188
3000,9,linear_time,0.7498264312744141
3000,10,enumeration,63159.9440574646
3000,10,better_enumeration,584.4459533691406
3000,10,divide_n_conquer,17.822980880737305
3000,10,linear_time,0.7941722869873047
4000,1,enumeration,152731.72688484192
4000,1,better_enumeration,1065.41109085083
4000,1,divide_n_conquer,24.209976196289062
4000,1,linear_time,0.9920597076416016
4000,2,enumeration,152941.67804718018
4000,2,better_enumeration,1120.2309131622314
4000,2,divide_n_conquer,34.67202186584473
4000,2,linear_time,2.199888229370117
4000,3,enumeration,157465.4769897461
4000,3,better_enumeration,1077.225923538208
4000,3,divide_n_conquer,27.920007705688477
4000,3,linear_time,1.1830329895019531
4000,4,enumeration,164165.5468940735
4000,4,better_enumeration,1315.9658908843994
4000,4,divide_n_conquer,28.882980346679688
4000,4,linear_time,1.1889934539794922
4000,5,enumeration,164562.12782859802
4000,5,better_enumeration,1057.7239990234375
4000,5,divide_n_conquer,25.402069091796875
4000,5,linear_time,1.0418891906738281
4000,6,enumeration,160043.39003562927
4000,6,better_enumeration,1355.6690216064453
4000,6,divide_n_conquer,28.26213836669922
4000,6,linear_time,1.1861324310302734
4000,7,enumeration,166238.58618736267
4000,7,better_enumeration,1072.6099014282227
4000,7,divide_n_conquer,25.440216064453125
4000,7,linear_time,1.0471343994140625
4000,8,enumeration,165163.86103630066
4000,8,better_enumeration,1116.321086883545
4000,8,divide_n_conquer,25.693178176879883
4000,8,linear_time,0.9989738464355469
4000,9,enumeration,168714.861869812
4000,9,better_enumeration,1117.720127105713
4000,9,divide_n_conquer,24.607181549072266
4000,9,linear_time,1.0569095611572266
4000,10,enumeration,163262.31718063354
4000,10,better_enumeration,1179.4579029083252
4000,10,divide_n_conquer,28.610944747924805
4000,10,linear_time,1.1639595031738281
5000,1,enumeration,336706.7630290985
5000,1,better_enumeration,1713.2830619812012
5000,1,divide_n_conquer,31.14008903503418
5000,1,linear_time,1.2650489807128906
5000,2,enumeration,320761.49916648865
5000,2,better_enumeration,1668.3778762817383
5000,2,divide_n_conquer,30.992984771728516
5000,2,linear_time,1.2421607971191406
5000,3,enumeration,304289.04008865356
5000,3,better_enumeration,1719.722032546997
5000,3,divide_n_conquer,30.97701072692871
5000,3,linear_time,1.2578964233398438
5000,4,enumeration,308359.70091819763
5000,4,better_enumeration,1711.921215057373
5000,4,divide_n_conquer,30.916929244995117
5000,4,linear_time,1.2450218200683594
5000,5,enumeration,317284.4259738922
5000,5,better_enumeration,1719.5088863372803
5000,5,divide_n_conquer,32.13095664978027
5000,5,linear_time,1.3031959533691406
5000,6,enumeration,320478.49702835083
5000,6,better_enumeration,1795.5601215362549
5000,6,divide_n_conquer,31.044960021972656
5000,6,linear_time,1.2459754943847656
5000,7,enumeration,307329.7128677368
5000,7,better_enumeration,1673.2208728790283
5000,7,divide_n_conquer,31.0211181640625
5000,7,linear_time,1.2669563293457031
5000,8,enumeration,304552.7698993683
5000,8,better_enumeration,1671.929121017456
5000,8,divide_n_conquer,33.615827560424805
5000,8,linear_time,1.3318061828613281
5000,9,enumeration,315189.68892097473
5000,9,better_enumeration,1699.444055557251
5000,9,divide_n_conquer,32.26304054260254
5000,9,linear_time,1.2710094451904297
5000,10,enumeration,341516.5898799896
5000,10,better_enumeration,2077.692985534668
5000,10,divide_n_conquer,36.229848861694336
5000,10,linear_time,1.4410018920898438
